0.4;0.8
0.41;0.81
0.42;0.82
0.43;0.83
0.44;0.84
0.45;0.85
0.46;0.86
0.47;0.87
0.48;0.88
0.49;0.89
0.5;0.9
0.51;0.91
0.52;0.92
0.53;0.93
0.54;0.94
0.55;0.95
0.56;0.96
0.57;0.97
0.58;0.98
0.59;0.99
0.6;1
0.61;1.01
0.62;1.02
0.63;1.03
0.64;1.04
0.65;1.05
0.66;1.06
0.67;1.07
0.68;1.08
0.69;1.09
0.7;1.1
0.71;1.11
0.72;1.12
0.73;1.13
0.74;1.14
0.75;1.15
0.76;1.16
0.77;1.17
0.78;1.18
0.79;1.19
0.8;1.2
0.81;1.21
0.82;1.22
0.83;1.23
0.84;1.24
0.85;1.25
0.86;1.26
0.87;1.27
0.88;1.28
0.89;1.29
0.581309;1.10863;135.018
