1.65;2.05
1.66;2.06
1.67;2.07
1.68;2.08
1.69;2.09
1.7;2.1
1.71;2.11
1.72;2.12
1.73;2.13
1.74;2.14
1.75;2.15
1.76;2.16
1.77;2.17
1.78;2.18
1.79;2.19
1.8;2.2
1.81;2.21
1.82;2.22
1.83;2.23
1.84;2.24
1.85;2.25
1.86;2.26
1.87;2.27
1.88;2.28
1.89;2.29
1.9;2.3
1.91;2.31
1.92;2.32
1.93;2.33
1.94;2.34
1.95;2.35
1.96;2.36
1.97;2.37
1.98;2.38
1.99;2.39
2;2.4
2.01;2.41
2.02;2.42
2.03;2.43
2.04;2.44
2.05;2.45
2.06;2.46
2.07;2.47
2.08;2.48
2.09;2.49
2.1;2.5
2.11;2.51
2.12;2.52
2.13;2.53
2.14;2.54
1.83131;2.35863;135.018
